host_id,edge_id,source_ip_risk,destination_ip_risk,vulnerability_score,privilege_level,connection_type,anomaly_score,failed_login_attempts,suspicious_process,lateral_movement
154,182,0.155675213,0.142463148,0,medium,api,0.992561959,4,0,0
155,13,0.227379954,0.640638921,0,low,rdp,0.302305536,16,0,0
174,339,0.225694674,0.772956712,6,low,ssh,0.680253673,19,0,0
107,285,0.020932029,0.638109521,5,low,ssh,0.231560181,3,0,0
192,259,0.604115625,0.588054766,4,low,api,0.550121197,17,0,0
51,90,0.670703074,0.229411991,3,high,api,0.386281987,17,0,0
50,104,0.60252589,0.645137041,7,high,rdp,0.961579261,17,0,1
6,379,0.071322989,0.334856215,7,low,ssh,0.432805875,15,0,0
59,186,0.069230126,0.919558863,4,high,rdp,0.584174184,10,0,0
125,250,0.210386554,0.653720093,3,low,ssh,0.944766266,7,1,0
143,255,0.290294516,0.278179677,1,medium,rdp,0.9892343,11,1,0
30,76,0.786543656,0.472926909,6,high,rdp,0.101658364,17,0,0
170,386,0.159390266,0.846581276,4,low,rdp,0.834320712,17,0,0
122,459,0.044092216,0.335463951,2,medium,smb,0.382116494,7,0,0
125,108,0.393987508,0.52544057,8,low,smb,0.594828706,15,0,0
37,156,0.41639217,0.679669973,8,low,smb,0.375048079,16,0,0
170,82,0.450907338,0.754529339,9,medium,ssh,0.401116206,1,0,0
124,77,0.826903544,0.173892175,7,high,rdp,0.158857536,14,1,1
101,485,0.098005415,0.565152305,0,low,api,0.572766458,6,1,0
35,470,0.703942082,0.9121999,2,high,api,0.546715946,0,1,1
87,460,0.337945571,0.968359782,1,high,ssh,0.189355789,1,0,0
134,258,0.309980136,0.656145043,3,low,ssh,0.541730429,3,1,0
196,127,0.932543126,0.983660804,1,low,api,0.973101883,15,0,1
18,485,0.248468524,0.570735249,7,medium,rdp,0.714408596,11,1,0
113,391,0.642531835,0.44260503,0,low,smb,0.48098256,16,0,0
29,282,0.275127757,0.551587459,3,low,ssh,0.916083986,3,0,0
77,474,0.507143883,0.115712394,4,high,ssh,0.575314357,15,0,0
59,88,0.786292893,0.40171592,9,medium,ssh,0.135047999,6,0,0
175,204,0.881722524,0.458405053,3,low,api,0.547509648,7,0,0
126,16,0.83869724,0.848627799,7,medium,smb,0.180973115,8,1,1
145,151,0.582180736,0.758648593,1,low,rdp,0.767504839,13,0,1
109,424,0.248816315,0.601426585,8,low,rdp,0.967174214,8,0,0
22,254,0.661233383,0.347277235,1,high,api,0.360818585,14,0,0
68,188,0.709905046,0.187034586,1,high,ssh,0.43491788,3,0,0
69,329,0.01069199,0.347765021,1,low,api,0.421496467,2,0,0
165,32,0.439210511,0.679804071,9,low,api,0.285299976,9,0,0
49,271,0.843262043,0.263037799,7,medium,rdp,0.794179965,3,0,0
141,485,0.489587596,0.426886696,2,low,smb,0.617728333,17,1,0
162,397,0.311375442,0.386770235,9,low,rdp,0.064051557,10,1,0
109,5,0.871797771,0.765590064,9,low,api,0.838806335,18,0,1
86,459,0.155880698,0.883787062,7,medium,api,0.187088231,18,1,1
53,330,0.206445232,0.699370957,6,low,ssh,0.979151162,17,0,0
123,308,0.687372367,0.341602261,9,low,ssh,0.376663139,12,0,0
87,333,0.352435942,0.433177049,3,low,api,0.616449647,3,0,0
179,169,0.713016836,0.143350154,6,low,rdp,0.077823619,2,0,0
131,181,0.157703621,0.168097448,7,low,ssh,0.344663275,15,0,0
42,366,0.25226909,0.164292568,5,low,smb,0.802353957,13,1,0
98,178,0.156647378,0.130586358,5,low,smb,0.477208492,9,0,0
160,143,0.952910314,0.179581229,2,high,api,0.904603484,5,0,0
109,362,0.405403961,0.202688203,4,low,smb,0.575138441,7,1,0
51,248,0.33721991,0.111845944,9,low,smb,0.928572195,15,0,0
85,127,0.014202156,0.640260722,1,high,ssh,0.982609907,9,0,0
174,263,0.153417579,0.990401535,4,medium,ssh,0.45389456,6,1,1
127,40,0.421135856,0.879186745,4,medium,rdp,0.565156573,18,1,1
21,412,0.068502793,0.045602724,6,low,ssh,0.834920643,17,1,0
44,416,0.51073933,0.423058809,3,low,rdp,0.221533006,12,0,0
139,355,0.455015438,0.859310579,5,medium,ssh,0.861629574,7,0,1
103,255,0.76716814,0.134674818,8,medium,api,0.59192014,13,0,0
68,143,0.659802701,0.847645147,3,low,rdp,0.725500135,8,0,1
129,240,0.445947305,0.592700638,5,low,api,0.079854023,11,0,0
92,228,0.2246607,0.931298553,8,high,rdp,0.766187683,5,1,1
191,341,0.726863566,0.876039114,9,low,smb,0.310786905,19,1,1
24,198,0.707862103,0.677034322,0,low,rdp,0.805232277,11,0,1
125,65,0.153296161,0.65782266,7,low,rdp,0.509152538,18,0,0
141,388,0.914751831,0.213164202,0,medium,rdp,0.274614335,11,0,0
111,11,0.064405116,0.116752967,3,medium,rdp,0.952759697,6,0,0
98,108,0.055037709,0.41539343,2,medium,rdp,0.765062398,14,0,0
139,26,0.187350418,0.186580039,3,low,smb,0.985686074,15,0,0
179,445,0.909460798,0.102416718,6,low,rdp,0.364469898,3,0,0
17,421,0.519998124,0.302326733,8,low,api,0.649219634,5,0,0
99,151,0.787940921,0.860489943,8,medium,rdp,0.611588678,15,0,1
82,221,0.227843188,0.017148154,9,medium,rdp,0.687556741,14,0,0
104,341,0.490221975,0.292637682,0,high,api,0.038316566,1,0,0
152,496,0.358289464,0.424052185,9,low,ssh,0.291719324,2,0,0
19,237,0.827828607,0.51056975,0,medium,ssh,0.909337574,14,0,1
165,237,0.022604439,0.181577508,8,low,smb,0.423820055,7,0,0
85,497,0.24384273,0.9642202,3,low,rdp,0.960643679,11,0,0
8,219,0.152574224,0.578873044,2,low,rdp,0.213503173,1,0,0
28,487,0.859189039,0.522110547,8,low,ssh,0.997423973,14,0,1
5,424,0.46754385,0.008822589,4,high,rdp,0.697580909,7,1,0
145,461,0.404220044,0.485715379,5,low,smb,0.776393424,10,0,0
101,151,0.449482762,0.837670629,0,high,api,0.396861172,16,0,0
164,123,0.971924551,0.219644543,0,low,rdp,0.907008121,0,0,0
118,144,0.850267394,0.351207568,6,low,api,0.545462901,19,0,1
147,478,0.706368772,0.020571465,9,low,smb,0.68093838,14,0,0
64,189,0.290478959,0.976927514,7,low,ssh,0.094808271,1,1,1
91,255,0.165173,0.066651797,7,low,smb,0.631680701,9,0,0
117,68,0.921433629,0.898221124,6,low,smb,0.879078988,19,1,1
98,104,0.423075523,0.312987714,8,low,smb,0.178283228,5,0,0
11,336,0.278755799,0.587556402,0,high,smb,0.737725935,2,0,0
54,159,0.470920826,0.67931554,1,medium,api,0.025400759,12,0,0
173,309,0.917847423,0.140829167,2,medium,smb,0.926203017,14,1,1
47,362,0.387067313,0.443759378,4,low,smb,0.982917116,5,0,0
140,409,0.562640997,0.3254661,3,low,smb,0.354180067,8,0,0
149,300,0.802966301,0.056602466,3,low,smb,0.10707385,9,0,0
139,396,0.427132531,0.833193654,7,high,api,0.658576368,8,0,1
5,90,0.233541802,0.045167756,7,low,smb,0.029834514,17,0,0
184,357,0.994525748,0.653257959,6,low,ssh,0.482486281,8,1,1
20,256,0.956570857,0.314077376,0,medium,smb,0.271779175,17,0,0
169,496,0.843479169,0.192129327,9,low,smb,0.473339054,8,0,0
46,353,0.688373879,0.667086051,3,medium,rdp,0.018275515,4,0,0
12,220,0.294865628,0.574537715,0,low,rdp,0.051612183,12,0,0
70,9,0.913412938,0.315256257,4,low,rdp,0.015975829,11,0,0
17,12,0.27555667,0.512960748,2,medium,smb,0.61913187,8,0,0
115,325,0.800809495,0.246237101,2,low,ssh,0.560092918,18,0,0
147,438,0.918258168,0.863696459,3,low,ssh,0.233157999,19,0,1
154,244,0.60300384,0.31381878,1,low,rdp,0.646643129,0,0,0
48,182,0.803056218,0.24515303,6,medium,rdp,0.884207257,10,1,1
108,284,0.791695099,0.751833711,3,high,smb,0.277322101,4,1,1
52,312,0.193157751,0.017592488,4,medium,ssh,0.831993808,6,0,0
96,99,0.667924474,0.268011732,1,high,ssh,0.662509136,12,0,0
70,197,0.093467937,0.375395221,5,low,rdp,0.033820443,5,0,0
183,482,0.507850143,0.882237962,8,low,ssh,0.375149896,12,0,1
102,366,0.162235548,0.950441803,7,low,rdp,0.507757216,5,0,0
75,226,0.416349499,0.716477967,7,medium,rdp,0.73169919,14,0,1
161,333,0.832982075,0.492531781,1,low,api,0.287130558,7,0,0
190,103,0.98716784,0.640621549,3,medium,api,0.982730105,10,1,1
151,106,0.317959832,0.414001052,7,medium,smb,0.684539741,9,0,0
143,365,0.531955699,0.298825832,0,high,rdp,0.372813677,8,0,0
155,368,0.511298024,0.950688068,7,low,smb,0.097025039,3,1,1
192,58,0.95440151,0.115390229,2,low,api,0.18136776,13,1,0
179,78,0.478583732,0.346393568,7,low,ssh,0.48760776,3,0,0
181,75,0.699106205,0.89908896,5,low,api,0.494695355,14,0,1
82,42,0.921789233,0.723141431,6,high,api,0.767718765,9,0,1
92,422,0.37337856,0.029101451,1,low,api,0.726176626,13,0,0
179,324,0.902122238,0.023099673,0,high,ssh,0.201273039,5,0,0
175,181,0.917456222,0.516512463,5,high,api,0.594956621,15,0,1
4,33,0.930662504,0.484253056,2,medium,rdp,0.020621801,11,1,1
135,71,0.270446185,0.442991539,3,low,rdp,0.398547399,3,0,0
109,56,0.400355594,0.302343762,8,low,api,0.764105241,0,0,0
163,105,0.870395908,0.98663872,2,low,smb,0.399508593,3,0,1
48,200,0.359161824,0.271987323,1,low,smb,0.83559624,12,0,0
73,101,0.600253033,0.490040206,1,low,ssh,0.97615529,6,0,0
72,256,0.118054507,0.404893097,1,low,ssh,0.607212603,14,0,0
116,307,0.056274988,0.170249426,5,medium,rdp,0.145004076,5,1,0
173,74,0.411993989,0.202618819,1,low,rdp,0.379677208,13,1,0
81,171,0.578916533,0.918302742,6,low,api,0.009483355,17,0,1
81,377,0.392699113,0.858279723,6,low,smb,0.602725924,3,1,1
113,143,0.57773577,0.199044306,6,high,rdp,0.821568501,0,0,0
96,166,0.515084376,0.875662624,1,medium,smb,0.629940079,2,0,0
72,399,0.685707229,0.20918613,6,low,ssh,0.786086229,12,0,0
147,261,0.649532431,0.626546322,9,medium,ssh,0.799903927,17,0,1
63,221,0.424245703,0.081280523,7,medium,api,0.851012576,3,1,0
38,83,0.42499524,0.880369626,7,high,api,0.266663783,3,0,0
67,182,0.14077834,0.051500299,1,low,rdp,0.871268523,10,0,0
187,307,0.513238572,0.554942889,4,high,smb,0.654093998,13,0,0
69,10,0.587179128,0.779711525,5,low,rdp,0.289725557,6,0,0
13,396,0.476489397,0.116834736,8,high,rdp,0.987294715,2,0,0
175,4,0.325707335,0.404480268,5,low,smb,0.950182394,6,0,0
189,351,0.721648544,0.041950151,9,high,rdp,0.574440983,7,0,0
31,402,0.074661645,0.682752577,5,high,api,0.843208378,11,1,0
114,336,0.91444037,0.307449595,9,low,smb,0.261494489,6,1,1
22,488,0.02064344,0.559395245,9,high,smb,0.416036997,15,0,0
93,292,0.962350133,0.93273227,5,low,rdp,0.183971761,16,0,1
171,281,0.462355601,0.305858108,8,low,smb,0.520102643,3,1,0
67,215,0.412669944,0.048627472,9,low,api,0.49600143,16,0,0
54,460,0.256444017,0.675627768,6,high,api,0.212813226,17,0,0
138,98,0.010071135,0.786841135,0,low,ssh,0.672801694,3,0,0
42,420,0.274790264,0.95786856,0,medium,ssh,0.117790296,16,0,0
64,101,0.109399925,0.157800877,3,medium,ssh,0.061691451,14,0,0
126,451,0.659820843,0.392139925,1,high,ssh,0.384904969,16,1,0
21,9,0.319074972,0.84414046,2,medium,rdp,0.409824778,12,0,0
194,61,0.767179328,0.806871393,6,low,ssh,0.319740607,2,0,1
169,309,0.206916187,0.624795707,6,low,ssh,0.257946638,11,0,0
152,146,0.900234857,0.269368545,2,low,ssh,0.338776345,16,0,0
35,427,0.522981515,0.284035291,1,medium,ssh,0.163375574,6,0,0
184,419,0.114506196,0.124002995,0,low,rdp,0.403452469,6,0,0
30,63,0.400845236,0.921853674,8,low,ssh,0.904603374,10,0,1
57,121,0.206760524,0.172931515,9,high,smb,0.224426881,15,0,0
47,226,0.199685426,0.572886601,2,low,api,0.684451104,3,0,0
163,105,0.506369738,0.584351417,8,medium,smb,0.14178451,15,1,1
19,462,0.671892016,0.369605441,3,low,rdp,0.353906624,4,0,0
114,260,0.911618206,0.352518461,9,low,rdp,0.321174781,18,0,1
8,349,0.502162011,0.668588419,5,low,rdp,0.937029394,13,0,1
26,425,0.965838775,0.388297778,6,low,api,0.427982056,6,0,0
113,255,0.941634852,0.255115393,9,high,ssh,0.690465944,8,0,1
71,429,0.86506253,0.399131702,5,low,rdp,0.602462809,12,0,0
30,434,0.499977265,0.807662078,0,low,ssh,0.141030075,15,0,0
135,207,0.140903944,0.966478455,5,medium,rdp,0.939540451,3,1,1
67,28,0.21790447,0.63595023,5,medium,api,0.345869292,6,0,0
65,170,0.647670003,0.782101225,4,medium,smb,0.044758356,2,0,0
36,336,0.42175498,0.532824861,2,high,smb,0.300443707,19,0,0
25,76,0.146801632,0.624823142,9,medium,api,0.335633726,14,0,0
37,116,0.478993934,0.988086657,2,low,ssh,0.092745327,13,0,0
1,69,0.017430546,0.438418865,9,medium,rdp,0.619977406,6,1,0
143,354,0.733895371,0.066254697,6,low,smb,0.346764206,17,0,0
37,234,0.073581294,0.957006918,7,low,api,0.629134606,4,0,0
141,1,0.62911362,0.793061721,2,low,ssh,0.006740564,19,0,0
136,167,0.793010308,0.398310368,2,low,smb,0.982048399,7,0,0
133,352,0.132643874,0.982395054,6,low,api,0.170516359,19,0,0
188,218,0.518638691,0.34553575,9,low,rdp,0.659330987,17,0,0
128,273,0.779067514,0.372120196,6,low,api,0.715784303,18,0,1
127,368,0.260633455,0.609731353,8,high,ssh,0.17160835,19,0,0
1,251,0.162916593,0.274347386,5,high,smb,0.111712282,2,0,0
164,347,0.336819111,0.698571485,6,medium,rdp,0.152577192,5,0,0
35,344,0.554699177,0.152850304,9,medium,ssh,0.246818256,17,0,0
194,419,0.575279595,0.108025319,0,low,api,0.168232118,14,0,0
191,174,0.130876333,0.534878008,6,high,smb,0.673999427,13,0,0
104,170,0.457568848,0.555493682,1,low,smb,0.420833204,7,1,0
23,246,0.268282196,0.10665507,6,low,ssh,0.537791595,10,0,0
9,423,0.842024218,0.964176261,2,low,rdp,0.047336789,10,0,1
34,90,0.313575132,0.573286658,8,low,ssh,0.861248963,11,0,0
174,49,0.838704525,0.151034992,4,low,smb,0.170571553,15,0,0
128,446,0.428564613,0.311442524,6,low,smb,0.360152331,6,0,0
4,294,0.726585766,0.800234214,7,low,smb,0.07190164,2,0,0
158,407,0.510060229,0.523231528,1,low,rdp,0.136793135,1,0,0
102,150,0.621962624,0.188148349,0,low,smb,0.66579941,2,0,0
75,132,0.395356511,0.102848972,6,high,smb,0.692587002,7,0,0
99,433,0.768206768,0.430774412,5,low,ssh,0.676965485,19,0,1
72,59,0.425189384,0.337414709,5,low,smb,0.552136788,7,0,0
3,457,0.457461647,0.655917352,1,medium,api,0.952521664,3,0,0
142,324,0.517678668,0.925246987,2,high,ssh,0.507177161,12,0,1
188,199,0.831824118,0.247730286,3,low,smb,0.449412029,16,0,0
173,215,0.659378929,0.855233933,2,high,ssh,0.247545566,17,0,1
34,386,0.349160387,0.920461978,1,low,ssh,0.098849529,4,0,0
45,49,0.670319634,0.902002599,2,low,api,0.54815493,11,0,1
61,472,0.642426573,0.95207733,5,low,ssh,0.314890187,1,0,1
83,232,0.931019276,0.842108622,8,medium,ssh,0.524025383,9,0,1
123,247,0.841416436,0.593486005,3,low,rdp,0.206119078,6,1,1
102,382,0.647446924,0.409846099,5,medium,smb,0.838172672,14,1,1
16,479,0.341507111,0.491687786,0,low,rdp,0.99969721,6,0,0
66,239,0.779576449,0.872612175,5,medium,smb,0.32240351,14,1,1
168,415,0.575208293,0.301398377,2,low,ssh,0.842327607,15,0,0
145,367,0.985269988,0.159261694,8,low,smb,0.872986136,0,0,0
119,168,0.247506129,0.140819218,3,medium,ssh,0.996073789,14,0,0
162,48,0.079655841,0.82699461,6,medium,smb,0.34272013,2,0,0
124,51,0.069891812,0.761485686,3,low,ssh,0.756041394,9,0,0
144,299,0.640030388,0.497645341,5,medium,smb,0.228809004,15,0,0
102,98,0.939260229,0.274871428,6,medium,smb,0.624796001,1,0,0
188,439,0.001931914,0.677613176,1,low,smb,0.704842569,16,0,0
66,216,0.725771047,0.038433097,9,high,ssh,0.741120693,0,0,0
194,177,0.657065183,0.568227816,5,medium,smb,0.207172169,3,0,0
13,380,0.732304192,0.398425169,7,low,ssh,0.84872557,10,0,0
184,474,0.355405407,0.977859634,5,low,rdp,0.42097186,16,0,1
111,80,0.820496445,0.507560249,1,low,smb,0.216369518,1,0,0
159,185,0.044706931,0.552267752,3,low,api,0.542531088,0,0,0
34,367,0.755431101,0.712362663,0,low,api,0.86335713,5,1,1
39,461,0.267071941,0.484538481,6,low,ssh,0.96708791,10,0,0
195,399,0.476837775,0.224568619,7,medium,api,0.748207822,3,0,0
136,27,0.822636272,0.537277847,9,low,ssh,0.005622886,10,0,0
120,452,0.271359035,0.944268871,1,medium,ssh,0.13470076,4,0,0
126,464,0.185207512,0.409910988,9,low,api,0.076273986,9,0,0
55,448,0.681313185,0.679640955,4,low,api,0.101213743,4,0,0
27,478,0.533394892,0.978034189,7,medium,rdp,0.383034956,2,0,1
118,492,0.514403869,0.829922313,7,medium,ssh,0.338493315,5,0,0
53,414,0.256769516,0.659034133,4,low,api,0.113684981,12,1,0
39,420,0.034880306,0.735996488,7,low,rdp,0.882235352,15,0,0
65,195,0.410269138,0.936483248,5,low,rdp,0.615427576,6,0,0
145,214,0.10655948,0.959752104,4,medium,ssh,0.796463309,17,0,0
158,369,0.905989151,0.96896813,3,low,smb,0.371549389,2,0,1
181,342,0.041250323,0.625641628,4,medium,api,0.410236016,5,0,0
13,114,0.431650854,0.38471165,3,medium,api,0.317621211,9,0,0
21,242,0.052245584,0.133153129,0,low,api,0.438426612,15,1,0
147,124,0.095543875,0.385548001,2,low,api,0.610377262,12,0,0
53,305,0.658866667,0.942955455,7,low,api,0.492984008,8,1,1
19,76,0.647111261,0.889797081,6,low,api,0.837917006,15,1,1
57,311,0.033052195,0.523659662,6,low,rdp,0.900139169,10,0,0
25,469,0.001131475,0.537007287,2,low,ssh,0.469683853,8,1,0
31,312,0.078818077,0.30892035,8,medium,rdp,0.23974798,9,0,0
81,196,0.762998898,0.45450789,5,low,api,0.945192419,10,0,1
183,351,0.584576473,0.714448494,7,high,ssh,0.735038643,14,0,1
23,44,0.038118245,0.402430726,7,low,api,0.640127086,12,0,0
32,415,0.488097016,0.187983872,2,low,ssh,0.745413734,16,0,0
190,186,0.712029357,0.540859579,3,medium,rdp,0.075981782,3,0,0
74,343,0.868951395,0.225336911,5,medium,ssh,0.067626328,10,0,0
10,246,0.934036491,0.974287556,1,low,rdp,0.153120653,0,0,1
54,437,0.327440563,0.390339914,6,medium,api,0.147450967,0,0,0
52,84,0.135832428,0.909664972,1,high,ssh,0.420670475,2,0,0
148,207,0.236925921,0.225553997,4,medium,smb,0.157404082,14,0,0
160,151,0.776171492,0.189209005,3,low,smb,0.854525644,0,0,0
114,156,0.971484215,0.616901129,8,medium,rdp,0.578096931,15,0,1
14,16,0.466393617,0.779379078,1,medium,rdp,0.368261896,16,1,1
178,165,0.305353214,0.566764564,6,medium,rdp,0.069622538,8,0,0
156,405,0.429190582,0.229795684,6,medium,rdp,0.591027796,4,1,0
110,463,0.304813145,0.037894363,6,high,api,0.116532821,5,0,0
53,145,0.256487523,0.618288821,0,low,smb,0.74322025,14,0,0
152,498,0.593750752,0.131037225,7,low,rdp,0.802758097,8,0,0
79,37,0.01573598,0.343176387,1,low,ssh,0.543976258,2,1,0
22,333,0.259552249,0.675784754,4,low,ssh,0.149602859,18,0,0
30,403,0.661382078,0.098023441,1,low,api,0.786862724,12,0,0
191,414,0.032062696,0.12725148,4,medium,rdp,0.307827789,12,0,0
4,45,0.083201817,0.061666207,6,low,ssh,0.222653143,2,0,0
59,402,0.293396145,0.996079129,5,medium,rdp,0.470556641,19,0,1
8,206,0.877804799,0.387076769,4,medium,ssh,0.922646241,13,0,1
12,62,0.76488616,0.905795168,3,low,api,0.297373292,1,0,1
119,420,0.022156629,0.293585638,7,high,ssh,0.905578501,9,0,0
159,356,0.501712817,0.753202565,7,low,rdp,0.053653309,8,0,0
34,468,0.274687494,0.219066616,0,medium,rdp,0.083523705,12,0,0
82,308,0.648645659,0.49832471,9,medium,api,0.698561025,10,0,1
98,19,0.721553883,0.824615739,1,low,smb,0.190592661,1,0,0
127,365,0.862862577,0.816334399,2,low,rdp,0.316620683,15,0,1
75,300,0.475416237,0.794280717,0,low,smb,0.136372981,4,1,0
105,7,0.994450089,0.823734413,2,medium,rdp,0.332248269,0,1,1
49,249,0.979986107,0.211472281,9,medium,api,0.280459994,7,0,0
79,428,0.882166724,0.482216273,7,low,ssh,0.736337639,15,0,1
185,117,0.574869495,0.484871475,3,medium,smb,0.702023388,13,0,0
93,68,0.398006438,0.890502487,6,low,ssh,0.954927176,1,0,0
154,34,0.36438631,0.296891829,6,low,api,0.724421685,17,0,0
18,194,0.01212475,0.931495893,4,high,api,0.694817753,6,0,0
96,325,0.249174497,0.450795736,0,low,api,0.694203889,11,0,0
38,55,0.718808235,0.669787003,9,high,rdp,0.882967456,14,1,1
87,266,0.6036321,0.268883112,3,medium,rdp,0.296236733,1,0,0
88,480,0.916422189,0.410298107,6,high,rdp,0.300092109,16,0,1
50,42,0.050022267,0.709800932,4,low,rdp,0.74121381,10,0,0
8,297,0.155276603,0.512747142,1,low,smb,0.228705137,1,0,0
169,461,0.789243789,0.930708012,7,low,api,0.912020004,18,0,1
134,231,0.358507631,0.737124966,1,medium,smb,0.534781725,4,0,0
69,453,0.118345334,0.564402926,7,medium,rdp,0.300124928,16,0,0
172,378,0.996450505,0.886669757,1,low,ssh,0.77609993,15,0,1
121,394,0.787250303,0.665556389,4,medium,smb,0.31232063,12,0,1
64,10,0.408741037,0.647320473,3,low,ssh,0.963278317,12,0,0
157,358,0.823347477,0.246371333,0,low,rdp,0.98298921,12,0,0
156,475,0.68060387,0.394856966,7,low,smb,0.666796242,4,0,0
139,444,0.78997476,0.683303653,9,low,smb,0.11363389,4,0,1
121,128,0.815206378,0.891791711,2,low,smb,0.26320885,19,0,1
65,179,0.084728683,0.315547474,3,low,ssh,0.515416962,18,0,0
107,405,0.622972888,0.215485622,3,high,rdp,0.85144745,6,0,0
147,392,0.006785553,0.593695979,4,medium,api,0.184886497,10,0,0
137,193,0.043456246,0.067197098,2,low,api,0.104403459,0,0,0
155,92,0.903980009,0.714541701,8,medium,rdp,0.074477483,6,1,1
162,369,0.527563721,0.703138543,3,medium,smb,0.506967562,2,0,0
172,231,0.735901986,0.354966031,9,low,api,0.88470097,12,0,1
196,78,0.83850099,0.892677653,3,medium,smb,0.042359243,2,0,1
100,85,0.949586768,0.502181142,5,medium,rdp,0.212321534,5,0,0
82,30,0.869352848,0.645764951,7,medium,ssh,0.693257016,14,0,1
143,213,0.483311449,0.209578482,6,medium,smb,0.825863435,3,0,0
51,49,0.335970307,0.417340335,3,medium,ssh,0.807399529,4,0,0
141,265,0.154493236,0.86241754,3,low,ssh,0.785068057,2,0,0
83,145,0.400321482,0.212939548,4,high,rdp,0.129799801,18,0,0
177,69,0.366493579,0.390574378,9,low,rdp,0.397237582,15,1,0
198,58,0.559574842,0.318076544,4,high,ssh,0.984744663,16,0,0
112,185,0.665509409,0.151110185,0,low,ssh,0.988887572,8,1,0
56,62,0.978325476,0.289717918,7,low,api,0.602427392,8,0,1
179,479,0.728386186,0.232772284,9,medium,api,0.709267205,13,0,0
165,308,0.643748532,0.92359363,4,low,rdp,0.951283796,10,0,1
145,445,0.335092434,0.741078805,2,medium,smb,0.449927861,9,0,0
186,296,0.034503876,0.316101582,2,low,ssh,0.136866858,4,1,0
157,166,0.288125129,0.763339053,3,medium,smb,0.668948876,3,0,0
161,171,0.7684479,0.022139953,6,low,ssh,0.960102305,10,0,0
60,63,0.205271941,0.526524711,4,low,rdp,0.697206094,5,1,0
120,147,0.712188194,0.250334564,0,low,smb,0.803321127,1,0,0
183,484,0.579779843,0.114322072,4,medium,rdp,0.422748804,2,0,0
138,306,0.17185687,0.883758528,4,medium,ssh,0.096463154,17,0,0
175,161,0.261624806,0.199340534,5,medium,rdp,0.168882087,17,0,0
23,141,0.496303603,0.822391093,6,high,smb,0.982654829,6,0,1
149,334,0.418374705,0.413222677,4,medium,api,0.493184317,12,0,0
13,97,0.778563848,0.01429077,1,high,rdp,0.01202059,12,0,0
101,446,0.734404643,0.732532829,1,low,smb,0.955367281,5,0,1
161,221,0.574574503,0.596359758,3,low,rdp,0.497779912,2,0,0
24,43,0.822274711,0.344171883,0,low,rdp,0.836268398,9,0,0
108,433,0.562669541,0.281545934,6,low,api,0.548458142,4,1,0
11,292,0.964389257,0.073691252,0,low,smb,0.101702284,10,0,0
17,378,0.217224099,0.941425595,2,low,smb,0.615569582,3,0,0
196,108,0.714131994,0.493984885,9,medium,smb,0.997400276,9,0,1
175,266,0.369944132,0.085524518,6,medium,ssh,0.034737783,3,0,0
25,95,0.278966194,0.868679718,5,high,rdp,0.841794198,12,0,0
94,262,0.180387476,0.278833173,6,high,api,0.235480796,7,1,0
21,313,0.552503476,0.203602716,4,low,smb,0.393866223,5,0,0
84,385,0.215469433,0.280937438,7,low,api,0.372709512,10,0,0
140,71,0.200350851,0.564571459,5,low,ssh,0.898797194,1,0,0
37,442,0.990531905,0.074056484,3,low,ssh,0.504486189,17,0,0
42,219,0.801747417,0.481756909,0,low,api,0.447174287,17,0,0
145,21,0.74827682,0.895743445,1,medium,smb,0.818025109,11,1,1
101,92,0.794060626,0.188171596,5,low,api,0.048907134,16,0,0
48,127,0.968922874,0.331188772,3,medium,smb,0.086456315,18,0,0
103,80,0.573276689,0.396121965,2,medium,smb,0.021688857,16,0,0
28,312,0.220243877,0.586220712,6,low,ssh,0.687982904,3,0,0
41,238,0.862209641,0.919254247,6,low,api,0.525616137,16,0,1
99,471,0.742730729,0.394539208,1,high,ssh,0.876022126,15,0,0
47,372,0.414308312,0.069152841,7,low,rdp,0.498532903,8,0,0
146,404,0.473569499,0.347950861,0,low,ssh,0.221819573,10,1,0
105,486,0.411252398,0.190085413,9,low,smb,0.805147373,11,0,0
124,182,0.92994216,0.651774479,6,low,api,0.294323854,10,0,1
199,25,0.343531611,0.029262109,9,low,rdp,0.935689782,12,0,0
13,156,0.963484279,0.291929971,0,medium,rdp,0.250423888,7,0,0
141,5,0.910271771,0.545173507,2,low,rdp,0.167720653,13,0,0
100,120,0.630521142,0.277334206,2,low,rdp,0.493323992,17,1,0
31,277,0.579821773,0.550995283,9,low,api,0.050515118,13,1,1
130,18,0.37008928,0.114712322,1,medium,smb,0.036411728,15,0,0
16,431,0.018338389,0.942805488,9,low,rdp,0.496014545,14,0,0
137,198,0.127623186,0.290906807,4,low,smb,0.215106881,19,0,0
73,57,0.754231323,0.923000839,3,medium,ssh,0.009352638,6,0,1
166,93,0.471540127,0.32583544,5,low,smb,0.296056911,7,0,0
54,19,0.149838134,0.781840191,1,low,rdp,0.477367354,5,1,0
184,384,0.263960854,0.246187357,3,low,ssh,0.394288701,12,0,0
100,353,0.9478369,0.669768902,6,medium,ssh,0.135469466,16,0,1
109,193,0.367132835,0.323716214,0,high,ssh,0.579674828,7,0,0
87,237,0.907681945,0.509159129,2,low,rdp,0.710332991,10,0,1
173,387,0.304635832,0.673814146,0,low,smb,0.675539162,16,0,0
162,426,0.543220094,0.588882505,1,low,api,0.393761921,8,0,0
137,277,0.020477083,0.576280593,8,medium,smb,0.137596151,1,0,0
